,Junction,Vehicles,Year,Month,Day,DayOfWeek,Hour,Minute,Vehicles_Lag1,Vehicles_Lag3,Vehicles_Mean,Vehicles_Std
69,1,24,2015,11,3,1,21,0,26.0,25.0,26.333333333333332,2.516611478423584
70,1,25,2015,11,3,1,22,0,24.0,29.0,25.0,1.0000000000000004
71,1,20,2015,11,3,1,23,0,25.0,26.0,23.0,2.6457513110645907
72,1,18,2015,11,4,2,0,0,20.0,24.0,21.0,3.605551275463989
73,1,18,2015,11,4,2,1,0,18.0,25.0,18.666666666666668,1.1547005383792517
74,1,13,2015,11,4,2,2,0,18.0,20.0,16.333333333333332,2.8867513459481287
75,1,13,2015,11,4,2,3,0,13.0,18.0,14.666666666666666,2.886751345948128
76,1,10,2015,11,4,2,4,0,13.0,18.0,12.0,1.7320508075688752
77,1,12,2015,11,4,2,5,0,10.0,13.0,11.666666666666666,1.5275252316519443
78,1,13,2015,11,4,2,6,0,12.0,13.0,11.666666666666666,1.5275252316519443
79,1,11,2015,11,4,2,7,0,13.0,10.0,12.0,0.9999999999999969
80,1,13,2015,11,4,2,8,0,11.0,12.0,12.333333333333334,1.1547005383792488
81,1,22,2015,11,4,2,9,0,13.0,13.0,15.333333333333334,5.859465277082315
82,1,26,2015,11,4,2,10,0,22.0,11.0,20.333333333333332,6.6583281184793925
83,1,27,2015,11,4,2,11,0,26.0,13.0,25.0,2.6457513110645907
84,1,31,2015,11,4,2,12,0,27.0,22.0,28.0,2.6457513110645907
85,1,24,2015,11,4,2,13,0,31.0,26.0,27.333333333333332,3.5118845842842457
86,1,23,2015,11,4,2,14,0,24.0,27.0,26.0,4.358898943540673
87,1,26,2015,11,4,2,15,0,23.0,31.0,24.333333333333332,1.527525231651946
88,1,26,2015,11,4,2,16,0,26.0,24.0,25.0,1.7320508075688767
89,1,24,2015,11,4,2,17,0,26.0,23.0,25.333333333333332,1.1547005383792504
90,1,23,2015,11,4,2,18,0,24.0,26.0,24.333333333333332,1.5275252316519452
91,1,25,2015,11,4,2,19,0,23.0,26.0,24.0,0.9999999999999969
92,1,26,2015,11,4,2,20,0,25.0,24.0,24.666666666666668,1.5275252316519443
93,1,24,2015,11,4,2,21,0,26.0,23.0,25.0,0.9999999999999956
94,1,26,2015,11,4,2,22,0,24.0,25.0,25.333333333333332,1.154700538379248
95,1,24,2015,11,4,2,23,0,26.0,26.0,24.666666666666668,1.154700538379248
96,1,19,2015,11,5,3,0,0,24.0,24.0,23.0,3.6055512754639882
97,1,20,2015,11,5,3,1,0,19.0,26.0,21.0,2.645751311064589
98,1,18,2015,11,5,3,2,0,20.0,24.0,19.0,0.9999999999999956
99,1,13,2015,11,5,3,3,0,18.0,19.0,17.0,3.6055512754639882
100,1,13,2015,11,5,3,4,0,13.0,20.0,14.666666666666666,2.886751345948127
101,1,9,2015,11,5,3,5,0,13.0,18.0,11.666666666666666,2.3094010767585003
102,1,12,2015,11,5,3,6,0,9.0,13.0,11.333333333333334,2.081665999466129
103,1,12,2015,11,5,3,7,0,12.0,13.0,11.0,1.7320508075688734
104,1,15,2015,11,5,3,8,0,12.0,9.0,13.0,1.7320508075688734
105,1,16,2015,11,5,3,9,0,15.0,12.0,14.333333333333334,2.081665999466129
106,1,23,2015,11,5,3,10,0,16.0,12.0,18.0,4.358898943540672
107,1,24,2015,11,5,3,11,0,23.0,15.0,21.0,4.358898943540672
108,1,25,2015,11,5,3,12,0,24.0,16.0,24.0,0.9999999999999929
109,1,24,2015,11,5,3,13,0,25.0,23.0,24.333333333333332,0.5773502691896132
110,1,26,2015,11,5,3,14,0,24.0,24.0,25.0,0.9999999999999929
111,1,22,2015,11,5,3,15,0,26.0,25.0,24.0,1.9999999999999964
112,1,20,2015,11,5,3,16,0,22.0,24.0,22.666666666666668,3.0550504633038913
113,1,20,2015,11,5,3,17,0,20.0,26.0,20.666666666666668,1.154700538379248
114,1,22,2015,11,5,3,18,0,20.0,22.0,20.666666666666668,1.154700538379248
115,1,26,2015,11,5,3,19,0,22.0,20.0,22.666666666666668,3.0550504633038913
116,1,22,2015,11,5,3,20,0,26.0,20.0,23.333333333333332,2.3094010767585
117,1,21,2015,11,5,3,21,0,22.0,22.0,23.0,2.645751311064588
118,1,21,2015,11,5,3,22,0,21.0,26.0,21.333333333333332,0.5773502691896132
119,1,21,2015,11,5,3,23,0,21.0,22.0,21.0,0.0
120,1,16,2015,11,6,4,0,0,21.0,21.0,19.333333333333332,2.8867513459481255
121,1,18,2015,11,6,4,1,0,16.0,21.0,18.333333333333332,2.516611478423579
122,1,19,2015,11,6,4,2,0,18.0,21.0,17.666666666666668,1.5275252316519388
123,1,14,2015,11,6,4,3,0,19.0,16.0,17.0,2.645751311064586
124,1,12,2015,11,6,4,4,0,14.0,18.0,15.0,3.605551275463986
125,1,13,2015,11,6,4,5,0,12.0,19.0,13.0,0.9999999999999876
126,1,14,2015,11,6,4,6,0,13.0,14.0,13.0,0.9999999999999876
127,1,14,2015,11,6,4,7,0,14.0,12.0,13.666666666666666,0.5773502691896043
128,1,13,2015,11,6,4,8,0,14.0,13.0,13.666666666666666,0.5773502691896043
129,1,20,2015,11,6,4,9,0,13.0,14.0,15.666666666666666,3.7859388972001793
130,1,22,2015,11,6,4,10,0,20.0,14.0,18.333333333333332,4.725815626252606
131,1,26,2015,11,6,4,11,0,22.0,13.0,22.666666666666668,3.0550504633038904
132,1,26,2015,11,6,4,12,0,26.0,20.0,24.666666666666668,2.3094010767584985
133,1,21,2015,11,6,4,13,0,26.0,22.0,24.333333333333332,2.886751345948124
134,1,23,2015,11,6,4,14,0,21.0,26.0,23.333333333333332,2.516611478423578
135,1,23,2015,11,6,4,15,0,23.0,26.0,22.333333333333332,1.1547005383792388
136,1,19,2015,11,6,4,16,0,23.0,21.0,21.666666666666668,2.3094010767584976
137,1,19,2015,11,6,4,17,0,19.0,23.0,20.333333333333332,2.3094010767584976
138,1,20,2015,11,6,4,18,0,19.0,23.0,19.333333333333332,0.5773502691896016
139,1,24,2015,11,6,4,19,0,20.0,19.0,21.0,2.6457513110645854
140,1,18,2015,11,6,4,20,0,24.0,19.0,20.666666666666668,3.055050463303889
141,1,19,2015,11,6,4,21,0,18.0,20.0,20.333333333333332,3.214550253664314
142,1,16,2015,11,6,4,22,0,19.0,24.0,17.666666666666668,1.5275252316519372
143,1,17,2015,11,6,4,23,0,16.0,18.0,17.333333333333332,1.5275252316519372
144,1,16,2015,11,7,5,0,0,17.0,19.0,16.333333333333332,0.5773502691895993
145,1,16,2015,11,7,5,1,0,16.0,16.0,16.333333333333332,0.5773502691895993
146,1,10,2015,11,7,5,2,0,16.0,17.0,14.0,3.4641016151377486
147,1,9,2015,11,7,5,3,0,10.0,16.0,11.666666666666666,3.7859388972001753
148,1,8,2015,11,7,5,4,0,9.0,16.0,9.0,0.9999999999999638
149,1,7,2015,11,7,5,5,0,8.0,10.0,8.0,0.9999999999999604
150,1,9,2015,11,7,5,6,0,7.0,9.0,8.0,0.9999999999999604
151,1,8,2015,11,7,5,7,0,9.0,8.0,8.0,0.9999999999999604
152,1,12,2015,11,7,5,8,0,8.0,7.0,9.666666666666666,2.0816659994661166
153,1,13,2015,11,7,5,9,0,12.0,9.0,11.0,2.6457513110645796
154,1,17,2015,11,7,5,10,0,13.0,8.0,14.0,2.645751311064583
155,1,14,2015,11,7,5,11,0,17.0,12.0,14.666666666666666,2.081665999466124
156,1,14,2015,11,7,5,12,0,14.0,13.0,15.0,1.7320508075688679
157,1,14,2015,11,7,5,13,0,14.0,17.0,14.0,0.0
158,1,14,2015,11,7,5,14,0,14.0,14.0,14.0,0.0
159,1,11,2015,11,7,5,15,0,14.0,14.0,13.0,1.7320508075688643
160,1,15,2015,11,7,5,16,0,11.0,14.0,13.333333333333334,2.081665999466123
161,1,13,2015,11,7,5,17,0,15.0,14.0,13.0,1.9999999999999887
162,1,12,2015,11,7,5,18,0,13.0,11.0,13.333333333333334,1.5275252316519323
163,1,17,2015,11,7,5,19,0,12.0,15.0,14.0,2.6457513110645827
164,1,18,2015,11,7,5,20,0,17.0,13.0,15.666666666666666,3.2145502536643136
165,1,17,2015,11,7,5,21,0,18.0,12.0,17.333333333333332,0.5773502691896112
166,1,16,2015,11,7,5,22,0,17.0,17.0,17.0,0.9999999999999917
167,1,15,2015,11,7,5,23,0,16.0,18.0,16.0,0.9999999999999917
168,1,13,2015,11,8,6,0,0,15.0,17.0,14.666666666666666,1.527525231651941
169,1,16,2015,11,8,6,1,0,13.0,16.0,14.666666666666666,1.527525231651941
170,1,11,2015,11,8,6,2,0,16.0,15.0,13.333333333333334,2.51661147842358
171,1,8,2015,11,8,6,3,0,11.0,13.0,11.666666666666666,4.041451884327378
172,1,10,2015,11,8,6,4,0,8.0,16.0,9.666666666666666,1.5275252316519397
173,1,10,2015,11,8,6,5,0,10.0,11.0,9.333333333333334,1.154700538379242
174,1,10,2015,11,8,6,6,0,10.0,8.0,10.0,0.0
175,1,9,2015,11,8,6,7,0,10.0,10.0,9.666666666666666,0.5773502691896059
176,1,11,2015,11,8,6,8,0,9.0,10.0,10.0,0.9999999999999885
177,1,12,2015,11,8,6,9,0,11.0,10.0,10.666666666666666,1.5275252316519392
178,1,18,2015,11,8,6,10,0,12.0,9.0,13.666666666666666,3.7859388972001797
179,1,14,2015,11,8,6,11,0,18.0,11.0,14.666666666666666,3.0550504633038904
180,1,17,2015,11,8,6,12,0,14.0,12.0,16.333333333333332,2.0816659994661286
181,1,14,2015,11,8,6,13,0,17.0,18.0,15.0,1.732050807568871
182,1,14,2015,11,8,6,14,0,14.0,14.0,15.0,1.732050807568871
183,1,14,2015,11,8,6,15,0,14.0,17.0,14.0,0.0
184,1,12,2015,11,8,6,16,0,14.0,14.0,13.333333333333334,1.1547005383792368
185,1,14,2015,11,8,6,17,0,12.0,14.0,13.333333333333334,1.1547005383792368
186,1,18,2015,11,8,6,18,0,14.0,14.0,14.666666666666666,3.055050463303889
187,1,13,2015,11,8,6,19,0,18.0,12.0,15.0,2.6457513110645863
188,1,16,2015,11,8,6,20,0,13.0,14.0,15.666666666666666,2.5166114784235796
189,1,18,2015,11,8,6,21,0,16.0,18.0,15.666666666666666,2.5166114784235796
190,1,14,2015,11,8,6,22,0,18.0,13.0,16.0,1.9999999999999962
191,1,14,2015,11,8,6,23,0,14.0,16.0,15.333333333333334,2.3094010767584985
192,1,13,2015,11,9,0,0,0,14.0,18.0,13.666666666666666,0.5773502691895968
193,1,15,2015,11,9,0,1,0,13.0,14.0,14.0,0.9999999999999842
194,1,11,2015,11,9,0,2,0,15.0,14.0,13.0,1.9999999999999905
195,1,10,2015,11,9,0,3,0,11.0,13.0,12.0,2.6457513110645823
196,1,9,2015,11,9,0,4,0,10.0,15.0,10.0,0.9999999999999714
197,1,8,2015,11,9,0,5,0,9.0,11.0,9.0,0.9999999999999682
198,1,8,2015,11,9,0,6,0,8.0,10.0,8.333333333333334,0.5773502691895669
199,1,10,2015,11,9,0,7,0,8.0,9.0,8.666666666666666,1.154700538379223
200,1,11,2015,11,9,0,8,0,10.0,8.0,9.666666666666666,1.5275252316519274
201,1,17,2015,11,9,0,9,0,11.0,8.0,12.666666666666666,3.7859388972001775
202,1,19,2015,11,9,0,10,0,17.0,10.0,15.666666666666666,4.1633319989322635
203,1,22,2015,11,9,0,11,0,19.0,11.0,19.333333333333332,2.516611478423584
204,1,23,2015,11,9,0,12,0,22.0,17.0,21.333333333333332,2.0816659994661344
205,1,23,2015,11,9,0,13,0,23.0,19.0,22.666666666666668,0.5773502691896332
206,1,24,2015,11,9,0,14,0,23.0,22.0,23.333333333333332,0.5773502691896332
207,1,24,2015,11,9,0,15,0,24.0,23.0,23.666666666666668,0.5773502691896332
208,1,19,2015,11,9,0,16,0,24.0,23.0,22.333333333333332,2.88675134594813
209,1,19,2015,11,9,0,17,0,19.0,24.0,20.666666666666668,2.88675134594813
210,1,20,2015,11,9,0,18,0,19.0,24.0,19.333333333333332,0.577350269189634
211,1,31,2015,11,9,0,19,0,20.0,19.0,23.333333333333332,6.658328118479394
212,1,25,2015,11,9,0,20,0,31.0,19.0,25.333333333333332,5.507570547286104
213,1,35,2015,11,9,0,21,0,25.0,20.0,30.333333333333332,5.033222956847169
214,1,21,2015,11,9,0,22,0,35.0,31.0,27.0,7.211102550927981
215,1,24,2015,11,9,0,23,0,21.0,25.0,26.666666666666668,7.371114795831995
216,1,19,2015,11,10,1,0,0,24.0,35.0,21.333333333333332,2.51661147842359
217,1,19,2015,11,10,1,1,0,19.0,21.0,20.666666666666668,2.886751345948135
218,1,18,2015,11,10,1,2,0,19.0,24.0,18.666666666666668,0.5773502691896586
219,1,17,2015,11,10,1,3,0,18.0,19.0,18.0,1.000000000000019
220,1,12,2015,11,10,1,4,0,17.0,19.0,15.666666666666666,3.2145502536643242
221,1,10,2015,11,10,1,5,0,12.0,18.0,13.0,3.6055512754639945
222,1,14,2015,11,10,1,6,0,10.0,17.0,12.0,2.0000000000000093
223,1,15,2015,11,10,1,7,0,14.0,12.0,13.0,2.645751311064598
224,1,14,2015,11,10,1,8,0,15.0,10.0,14.333333333333334,0.5773502691896581
225,1,34,2015,11,10,1,9,0,14.0,14.0,21.0,11.269427669584648
226,1,40,2015,11,10,1,10,0,34.0,15.0,29.333333333333332,13.613718571108093
227,1,38,2015,11,10,1,11,0,40.0,14.0,37.333333333333336,3.0550504633039024
228,1,36,2015,11,10,1,12,0,38.0,34.0,38.0,2.0000000000000124
229,1,27,2015,11,10,1,13,0,36.0,40.0,33.666666666666664,5.859465277082318
230,1,48,2015,11,10,1,14,0,27.0,38.0,37.0,10.53565375285274
231,1,43,2015,11,10,1,15,0,48.0,36.0,39.333333333333336,10.96965511460289
232,1,41,2015,11,10,1,16,0,43.0,27.0,44.0,3.605551275463989
233,1,35,2015,11,10,1,17,0,41.0,48.0,39.666666666666664,4.163331998932264
234,1,40,2015,11,10,1,18,0,35.0,43.0,38.666666666666664,3.2145502536643167
235,1,40,2015,11,10,1,19,0,40.0,41.0,38.333333333333336,2.8867513459481255
236,1,40,2015,11,10,1,20,0,40.0,35.0,40.0,0.0
237,1,36,2015,11,10,1,21,0,40.0,40.0,38.666666666666664,2.3094010767584967
238,1,37,2015,11,10,1,22,0,36.0,40.0,37.666666666666664,2.0816659994661246
239,1,35,2015,11,10,1,23,0,37.0,40.0,36.0,0.9999999999999813
240,1,28,2015,11,11,2,0,0,35.0,36.0,33.333333333333336,4.725815626252605
241,1,25,2015,11,11,2,1,0,28.0,37.0,29.333333333333332,5.131601439446884
242,1,19,2015,11,11,2,2,0,25.0,35.0,24.0,4.582575694955844
243,1,21,2015,11,11,2,3,0,19.0,28.0,21.666666666666668,3.055050463303905
244,1,20,2015,11,11,2,4,0,21.0,25.0,20.0,1.000000000000048
245,1,15,2015,11,11,2,5,0,20.0,19.0,18.666666666666668,3.214550253664336
246,1,17,2015,11,11,2,6,0,15.0,21.0,17.333333333333332,2.51661147842361
247,1,14,2015,11,11,2,7,0,17.0,20.0,15.333333333333334,1.5275252316520007
248,1,19,2015,11,11,2,8,0,14.0,15.0,16.666666666666668,2.5166114784236124
249,1,22,2015,11,11,2,9,0,19.0,17.0,18.333333333333332,4.041451884327395
250,1,30,2015,11,11,2,10,0,22.0,14.0,23.666666666666668,5.68624070307733
251,1,26,2015,11,11,2,11,0,30.0,19.0,26.0,4.0
252,1,26,2015,11,11,2,12,0,26.0,22.0,27.333333333333332,2.3094010767585007
253,1,23,2015,11,11,2,13,0,26.0,30.0,25.0,1.7320508075688839
254,1,23,2015,11,11,2,14,0,23.0,26.0,24.0,1.7320508075688876
255,1,24,2015,11,11,2,15,0,23.0,26.0,23.333333333333332,0.5773502691896627
256,1,22,2015,11,11,2,16,0,24.0,23.0,23.0,1.000000000000023
257,1,24,2015,11,11,2,17,0,22.0,23.0,23.333333333333332,1.1547005383792692
258,1,26,2015,11,11,2,18,0,24.0,24.0,24.0,2.0000000000000084
259,1,27,2015,11,11,2,19,0,26.0,22.0,25.666666666666668,1.5275252316519505
260,1,22,2015,11,11,2,20,0,27.0,24.0,25.0,2.6457513110645943
261,1,23,2015,11,11,2,21,0,22.0,26.0,24.0,2.6457513110645965
262,1,22,2015,11,11,2,22,0,23.0,27.0,22.333333333333332,0.5773502691896719
263,1,22,2015,11,11,2,23,0,22.0,22.0,22.333333333333332,0.5773502691896719
264,1,22,2015,11,12,3,0,0,22.0,23.0,22.0,0.0
265,1,17,2015,11,12,3,1,0,22.0,22.0,20.333333333333332,2.8867513459481438
266,1,15,2015,11,12,3,2,0,17.0,22.0,18.0,3.6055512754640056
267,1,12,2015,11,12,3,3,0,15.0,22.0,14.666666666666666,2.516611478423615
268,1,13,2015,11,12,3,4,0,12.0,17.0,13.333333333333334,1.5275252316520056
269,1,9,2015,11,12,3,5,0,13.0,15.0,11.333333333333334,2.0816659994661824
270,1,14,2015,11,12,3,6,0,9.0,12.0,12.0,2.6457513110646276
271,1,13,2015,11,12,3,7,0,14.0,13.0,12.0,2.645751311064628
272,1,15,2015,11,12,3,8,0,13.0,9.0,14.0,1.0000000000000833
273,1,27,2015,11,12,3,9,0,15.0,14.0,18.333333333333332,7.571877794400371
274,1,39,2015,11,12,3,10,0,27.0,13.0,27.0,12.0
275,1,40,2015,11,12,3,11,0,39.0,15.0,35.333333333333336,7.234178138070228
276,1,36,2015,11,12,3,12,0,40.0,27.0,38.333333333333336,2.0816659994661064
277,1,34,2015,11,12,3,13,0,36.0,39.0,36.666666666666664,3.055050463303875
278,1,33,2015,11,12,3,14,0,34.0,40.0,34.333333333333336,1.5275252316519086
279,1,28,2015,11,12,3,15,0,33.0,36.0,31.666666666666668,3.214550253664301
280,1,30,2015,11,12,3,16,0,28.0,34.0,30.333333333333332,2.5166114784235614
281,1,26,2015,11,12,3,17,0,30.0,33.0,28.0,1.999999999999972
282,1,30,2015,11,12,3,18,0,26.0,28.0,28.666666666666668,2.3094010767584785
283,1,35,2015,11,12,3,19,0,30.0,30.0,30.333333333333332,4.509249752822882
284,1,38,2015,11,12,3,20,0,35.0,26.0,34.333333333333336,4.041451884327366
285,1,34,2015,11,12,3,21,0,38.0,30.0,35.666666666666664,2.0816659994661033
286,1,30,2015,11,12,3,22,0,34.0,35.0,34.0,3.999999999999985
287,1,27,2015,11,12,3,23,0,30.0,38.0,30.333333333333332,3.511884584284229
288,1,24,2015,11,13,4,0,0,27.0,34.0,27.0,2.999999999999979
289,1,21,2015,11,13,4,1,0,24.0,30.0,24.0,2.999999999999979
290,1,16,2015,11,13,4,2,0,21.0,27.0,20.333333333333332,4.041451884327364
291,1,16,2015,11,13,4,3,0,16.0,24.0,17.666666666666668,2.886751345948106
292,1,13,2015,11,13,4,4,0,16.0,21.0,15.0,1.73205080756884
293,1,11,2015,11,13,4,5,0,13.0,16.0,13.333333333333334,2.5166114784235574
294,1,13,2015,11,13,4,6,0,11.0,16.0,12.333333333333334,1.154700538379196
295,1,15,2015,11,13,4,7,0,13.0,13.0,13.0,1.999999999999968
296,1,17,2015,11,13,4,8,0,15.0,11.0,15.0,1.999999999999968
297,1,18,2015,11,13,4,9,0,17.0,13.0,16.666666666666668,1.5275252316519043
298,1,24,2015,11,13,4,10,0,18.0,15.0,19.666666666666668,3.7859388972001646
299,1,41,2015,11,13,4,11,0,24.0,17.0,27.666666666666668,11.930353445448846
300,1,29,2015,11,13,4,12,0,41.0,18.0,31.333333333333332,8.736894948054095
301,1,25,2015,11,13,4,13,0,29.0,24.0,31.666666666666668,8.326663997864522
302,1,25,2015,11,13,4,14,0,25.0,41.0,26.333333333333332,2.309401076758469
303,1,26,2015,11,13,4,15,0,25.0,29.0,25.333333333333332,0.5773502691894878
304,1,25,2015,11,13,4,16,0,26.0,25.0,25.333333333333332,0.5773502691894878
305,1,24,2015,11,13,4,17,0,25.0,25.0,25.0,0.9999999999999205
306,1,26,2015,11,13,4,18,0,24.0,26.0,25.0,0.9999999999999205
307,1,24,2015,11,13,4,19,0,26.0,25.0,24.666666666666668,1.1547005383791829
308,1,28,2015,11,13,4,20,0,24.0,24.0,26.0,1.9999999999999603
309,1,22,2015,11,13,4,21,0,28.0,26.0,24.666666666666668,3.0550504633038678
310,1,23,2015,11,13,4,22,0,22.0,24.0,24.333333333333332,3.2145502536642936
311,1,18,2015,11,13,4,23,0,23.0,28.0,21.0,2.64575131106456
312,1,21,2015,11,14,5,0,0,18.0,22.0,20.666666666666668,2.516611478423551
313,1,20,2015,11,14,5,1,0,21.0,23.0,19.666666666666668,1.5275252316518941
314,1,15,2015,11,14,5,2,0,20.0,18.0,18.666666666666668,3.2145502536642936
315,1,13,2015,11,14,5,3,0,15.0,21.0,16.0,3.605551275463968
316,1,10,2015,11,14,5,4,0,13.0,20.0,12.666666666666666,2.516611478423552
317,1,10,2015,11,14,5,5,0,10.0,15.0,11.0,1.7320508075688317
318,1,12,2015,11,14,5,6,0,10.0,13.0,10.666666666666666,1.1547005383791833
319,1,9,2015,11,14,5,7,0,12.0,10.0,10.333333333333334,1.5275252316518955
320,1,11,2015,11,14,5,8,0,9.0,10.0,10.666666666666666,1.5275252316518955
321,1,15,2015,11,14,5,9,0,11.0,12.0,11.666666666666666,3.055050463303868
322,1,16,2015,11,14,5,10,0,15.0,9.0,14.0,2.645751311064562
323,1,16,2015,11,14,5,11,0,16.0,11.0,15.666666666666666,0.5773502691894936
324,1,12,2015,11,14,5,12,0,16.0,15.0,14.666666666666666,2.3094010767584696
325,1,11,2015,11,14,5,13,0,12.0,16.0,13.0,2.6457513110645614
326,1,14,2015,11,14,5,14,0,11.0,16.0,12.333333333333334,1.527525231651896
327,1,16,2015,11,14,5,15,0,14.0,12.0,13.666666666666666,2.5166114784235525
328,1,18,2015,11,14,5,16,0,16.0,11.0,16.0,1.9999999999999616
